P,q
0.1,0.0566560372
0.3,0.1644030603
0.5,0.2642099167
0.7,0.3533764294
0.9,0.4344900873
1.0,0.4757165428
2.0,0.8207844025
3.0,1.0803351056
4.0,1.3025730925
5.0,1.4483783059
6.0,1.6296108791
7.0,1.7479288994
8.0,1.8567984679
9.0,1.9675663951
10.0,2.0551596105
20.0,2.6601509103
30.0,2.9387025365
40.0,3.165227
50.0,3.3036771571
51.0,3.3051854421
