P,q
1,0.634292628
3,1.327901342
5,1.820013352
6,2.0180594
7,2.193577947
8,2.34268299
9,2.460305779
10,2.588873837
11,2.704274954
13,2.892353012
30,3.792303731
50,4.247158422
