P,q
1,0.353064369
3,0.753693557
5,0.978851715
6,1.067832587
7,1.139592287
8,1.213303816
9,1.254910572
10,1.303671628
11,1.356987914
13,1.433115031
30,1.799057715
50,2.00550374
