P,q
0.1,0.0101245795
0.3,0.0318854907
0.5,0.0543583587
0.7,0.0788792581
0.9,0.0914725706
1.0,0.1098401297
2.0,0.2204661856
3.0,0.3038206002
4.0,0.3695563973
5.0,0.47045546
6.0,0.512747539
7.0,0.6024448409
8.0,0.6296887436
9.0,0.6883928122
10.0,0.7586037659
20.0,1.1634251369
30.0,1.3545947653
40.0,1.4799083961
50.0,1.6360210902
51.0,1.6355541575
