P,q
1,0.322123245
3,0.809917763
5,1.205815945
6,1.366017793
7,1.500878449
8,1.631243107
9,1.732309942
10,1.829178714
11,1.932048571
13,2.08469288
30,2.847220956
50,3.293081085
