P,q
1,0.349986614
3,0.71725861
5,0.951410047
6,1.014347588
7,1.078267545
8,1.13673092
9,1.196210101
10,1.252224499
11,1.288670202
13,1.357922173
30,1.790043889
50,2.123452717
