P,q
1,0.038389345
3,0.113804209
5,0.195772366
6,0.244490079
7,0.279296495
8,0.313506238
9,0.350943506
10,0.373601194
11,0.417467507
13,0.500644902
30,0.936591941
50,1.434501971
