P,q
0.1,0.0314486082
0.3,0.0932305027
0.5,0.1530822549
0.7,0.2083802578
0.9,0.2816389873
1.0,0.2604767669
2.0,0.5170701335
3.0,0.6671936071
4.0,0.846194092
5.0,0.987441222
6.0,1.0815212185
7.0,1.1705042521
8.0,1.2420986672
9.0,1.3625476456
10.0,1.4072414229
20.0,1.9646654025
30.0,2.144128197
40.0,2.4013052293
50.0,2.6093560915
51.0,2.5480711798
