P,q
1,0.440766077
3,1.069036046
5,1.483036493
6,1.644863501
7,1.78953406
8,1.91201358
9,2.002138099
10,2.107087852
11,2.182305078
13,2.328086345
30,3.041402322
50,3.358197919
