P,q
1,0.436194569
3,0.999173758
5,1.336572927
6,1.447991407
7,1.534879348
8,1.623196608
9,1.697273653
10,1.760295631
11,1.81941395
13,1.910212291
30,2.316762943
50,2.515301484
