P,q
1,0.642627752
3,1.248961338
5,1.536716723
6,1.623717031
7,1.709173085
8,1.777509419
9,1.818826106
10,1.878243644
11,1.918336485
13,1.985093248
30,2.269681787
50,2.408168392
