P,q
1,0.48435847
3,1.052779592
5,1.370504801
6,1.474466792
7,1.556140224
8,1.631261447
9,1.696577655
10,1.761835351
11,1.799913356
13,1.877023972
30,2.240171467
50,2.43169055
