P,q
1,0.301834271
3,0.854252489
5,1.422936913
6,1.684201743
7,1.948384926
8,2.191701886
9,2.428833959
10,2.634771439
11,2.878692295
13,3.250905105
30,5.196615837
50,6.031656317
